	RNA-POR-71-S1-TP2	RNA-POR-73-S1-TP2	RNA-POR-76-S1-TP2	RNA-POR-79-S1-TP2	RNA-POR-82-S1-TP2
Porites_evermani_scaffold_3144	655.223	688.108	1628.77	223.579	262.632
Porites_evermani_scaffold_358	34668.6	1156.64	3359.98	5957.68	25130
Porites_evermani_scaffold_609	25689.9	11789.5	19094.2	10936.9	28883.2
Porites_evermani_scaffold_602	4817.97	1542.48	5968.09	2252.34	4641.76
Porites_evermani_scaffold_2315	4343.89	1183.11	1440.97	1281.23	4453.35
Porites_evermani_scaffold_839	8251.13	5052.47	6000.62	4372.89	13348.6
Porites_evermani_scaffold_3283	496.074	91.0786	957.786	259.136	66.7338
Porites_evermani_scaffold_688	6311.68	1512.57	2718.76	2686.3	8007.56
Porites_evermani_scaffold_172	6628	3200.7	4810.78	2758.94	11704.2
Porites_evermani_scaffold_6402	226	100	246	157	419
Porites_evermani_scaffold_1482	3084.66	583.291	3952.97	1073.18	2791.86
Porites_evermani_scaffold_2848	36.2403	42.1716	58.716	10.0478	42.2642
Porites_evermani_scaffold_2404	14784	5874.91	16392.5	11196	18884.4
Porites_evermani_scaffold_4048	531.929	29.9892	477.241	131.011	625.824
Porites_evermani_scaffold_1055	15831.4	1716.09	3347.03	2632.15	7142.89
Porites_evermani_scaffold_2997	50.1007	119.499	21.4749	16.7532	23.4542
Porites_evermani_scaffold_2999	2713.45	493.495	754.075	688.749	3065.76
Porites_evermani_scaffold_2256	428.618	385.893	356.399	201.475	1698.33
Porites_evermani_scaffold_5943	241.812	120.597	2.00231	1.0011	325.985
Porites_evermani_scaffold_1439	948.453	318.506	970.71	452.855	698.229
Porites_evermani_scaffold_2477	20.0283	13.0177	60.4216	13.1126	24.5181
Porites_evermani_scaffold_2211	157.048	141.622	411.223	147.847	253.029
Porites_evermani_scaffold_74	2732.55	6773.34	7286.81	1539.96	6933.48
Porites_evermani_scaffold_3650	5.24447	164.447	901.668	25.6257	889.261
Porites_evermani_scaffold_2396	341.432	187.33	352.021	190.245	800.387
Porites_evermani_scaffold_219	9398.87	3979.64	14738.9	5441.37	11261
Porites_evermani_scaffold_258	164.634	33.8224	312.304	66.937	111.927
Porites_evermani_scaffold_312	918.696	359.401	3708.07	566.588	1817.65
Porites_evermani_scaffold_2398	70.4385	76.0298	530.049	129.051	56.4978
Porites_evermani_scaffold_7671	1.33457	5.50844	0	0	17.0074
Porites_evermani_scaffold_427	112712	30224.5	29194.2	22319.1	84510
Porites_evermani_scaffold_3195	161.768	88.0054	119.591	95.8489	70.5014
Porites_evermani_scaffold_7588	24.4514	1.36255	47.5786	32	51.1191
Porites_evermani_scaffold_283	511.048	303.856	772.041	542.661	992.565
Porites_evermani_scaffold_2580	76.4741	26.9506	898.545	442.322	57.6798
Porites_evermani_scaffold_263	16169.1	7116.87	14134	7999.98	23697.2
Porites_evermani_scaffold_6173	1	271	6	301	542
Porites_evermani_scaffold_3724	197.558	1304.79	446.368	92.7545	166.942
Porites_evermani_scaffold_2051	1217.2	544.451	1121.04	463.604	2056.77
Porites_evermani_scaffold_6469	0	3	26	2.07052	9
Porites_evermani_scaffold_1472	1074.77	472.579	2232.63	523.273	1200.72
Porites_evermani_scaffold_5915	13.7058	9.2024	16.0491	2.87676	24.4121
Porites_evermani_scaffold_2647	1637.63	401.184	5243.09	202.81	1092.38
Porites_evermani_scaffold_1690	713.086	427.41	916.301	475.62	883.821
Porites_evermani_scaffold_7196	152.73	44	1	79.1957	221.986
Porites_evermani_scaffold_401	5191.34	2229.2	3877.79	3206.96	5969.94
Porites_evermani_scaffold_1714	499.814	235.461	1123.38	434.985	845.544
Porites_evermani_scaffold_944	811.26	183.939	1175.77	522.706	768.666
Porites_evermani_scaffold_608	29331.5	8690.7	13977.4	11185.6	40887.1
Porites_evermani_scaffold_601	1017.33	484.971	436.988	550.382	1157.59
Porites_evermani_scaffold_732	1050.3	148.452	605.766	182.55	980.559
Porites_evermani_scaffold_2086	496.436	319.228	660.051	458.247	761.321
Porites_evermani_scaffold_266	6936.91	3795.02	4619.99	3157.22	9212.88
Porites_evermani_scaffold_819	2691.57	1281.4	3907.91	1511.87	3321.91
Porites_evermani_scaffold_3547	4052.64	2095.29	5722.43	2548.56	6122.56
Porites_evermani_scaffold_1790	78.1768	38.7086	54.78	7.4753	24.3364
Porites_evermani_scaffold_3625	1411.95	618.691	1555.78	768.01	2914.62
Porites_evermani_scaffold_2009	6196.62	2485.64	6995.48	4658.25	12545.4
Porites_evermani_scaffold_2288	37.8878	14.0297	13.7875	51.2071	14.1249
Porites_evermani_scaffold_4659	119.506	6.38708	360.913	74.0042	329.05
Porites_evermani_scaffold_6177	6.48137	696.08	5.10658	11.0794	11.157
Porites_evermani_scaffold_1963	6185.85	1984.14	3264.8	2728.32	7529.21
Porites_evermani_scaffold_6258	9	11	38	18	7470.9
Porites_evermani_scaffold_599	5102.83	5478.93	6233.87	3021.51	6374.69
Porites_evermani_scaffold_889	2976.72	875.57	6189.2	4162.7	5518.97
Porites_evermani_scaffold_5095	39.1388	12.3434	84	24.3108	49.2279
Porites_evermani_scaffold_5936	6	6	35	10	3
Porites_evermani_scaffold_5092	1561.72	400.871	2939.52	968.878	1522.15
Porites_evermani_scaffold_2236	81.8404	22.5694	80.4186	26.8071	71.4118
Porites_evermani_scaffold_2665	1007.53	356.302	816.9	209.42	469.057
Porites_evermani_scaffold_5664	193.842	94.0258	94.3531	50.2327	162.308
Porites_evermani_scaffold_2473	468.773	154.047	535.636	106.713	647.533
Porites_evermani_scaffold_1871	31.2835	11.1887	33.5051	10.0353	0
Porites_evermani_scaffold_4782	87.8933	26.3698	207.736	21.9459	62.5672
Porites_evermani_scaffold_4155	1782.52	583.721	701.78	1271.61	1443.51
Porites_evermani_scaffold_1868	698.819	294.377	1019.15	335.01	1016.14
Porites_evermani_scaffold_6433	5559.39	1174.95	1971.74	1800.62	1240.65
Porites_evermani_scaffold_1247	1825.46	1444.37	3933.26	1792.68	2228.21
Porites_evermani_scaffold_1307	669.416	106.52	1158.14	369.857	352.544
Porites_evermani_scaffold_4842	0	17.6886	15	3	2
Porites_evermani_scaffold_6163	180	45	516	245	232.611
Porites_evermani_scaffold_2216	294.336	50.2364	704.606	325.286	89.9704
Porites_evermani_scaffold_7676	5.11695	2.02842	12	1.01303	10
Porites_evermani_scaffold_1685	100.583	21.1567	144.227	510.567	811.262
Porites_evermani_scaffold_4726	237.407	32	122.965	167.75	183
Porites_evermani_scaffold_913	6923.68	1745.38	3015.72	2361.02	5011.82
Porites_evermani_scaffold_4792	105.19	180.818	179.249	79.459	479.573
Porites_evermani_scaffold_6550	51.181	36.3807	22.376	35.5	194.074
Porites_evermani_scaffold_604	37035.7	9593.28	22447.8	14581.5	30573.4
Porites_evermani_scaffold_1013	1611.94	2188.14	386.444	1978.07	6259.46
Porites_evermani_scaffold_498	6626.66	2782.26	8073.44	3373.28	9985.6
Porites_evermani_scaffold_252	21081.4	2523.14	7023.22	6193.01	6477.59
Porites_evermani_scaffold_1833	32.2551	25.5485	392.418	98.9333	86.149
Porites_evermani_scaffold_2259	2142.2	76.9421	399.914	654.384	1524.41
Porites_evermani_scaffold_2111	307.541	118.644	1018.24	200.223	280.248
Porites_evermani_scaffold_1429	3279.85	812.947	2543.65	2051.09	2581.58
Porites_evermani_scaffold_5245	7	7.00001	0	12.626	16
Porites_evermani_scaffold_2802	1788.84	894	3439.79	703.431	3117.81
Porites_evermani_scaffold_7332	2	0	26	0	0
Porites_evermani_scaffold_1147	7624.21	6828.92	16965.6	6821.35	25157.2
Porites_evermani_scaffold_569	10426.9	4041.36	14350	5919.42	13310.7
Porites_evermani_scaffold_495	3362.4	1660.63	844.389	2700.95	1043.15
Porites_evermani_scaffold_2926	5.22025	17.71	33.0314	31.1832	21.5658
Porites_evermani_scaffold_63	1665.28	791.425	3289.83	1254.39	2095.79
Porites_evermani_scaffold_1679	701.157	196.961	519.123	345.489	1365
Porites_evermani_scaffold_983	192.677	82.7043	559.534	110.318	223.115
Porites_evermani_scaffold_2832	2	0	24	10.4703	3
Porites_evermani_scaffold_1473	436.903	200.436	522.115	172.575	353.135
Porites_evermani_scaffold_1514	124.486	110.968	230.08	90.6198	290.637
Porites_evermani_scaffold_1499	309.137	300.506	892.975	255.484	953.955
Porites_evermani_scaffold_1866	175.936	49.7195	168.738	32.5121	544.925
Porites_evermani_scaffold_380	2046.56	1240.48	8693.89	3274.98	3185.88
Porites_evermani_scaffold_2918	1598.56	923.537	2908.83	3346.31	2002.53
Porites_evermani_scaffold_3161	8.17076	11.0043	8.00366	8.01091	429.792
Porites_evermani_scaffold_1747	7074	5410.98	18131.1	583.428	9998.69
Porites_evermani_scaffold_2213	27.3175	8.06023	9.08734	25.2077	31.3561
Porites_evermani_scaffold_1475	44.6328	9.16215	50.9879	29.708	66.6902
Porites_evermani_scaffold_5847	0	2.81249	106.877	49.2919	0
Porites_evermani_scaffold_84	38954.3	20717.4	42732.9	18731.6	48461.7
Porites_evermani_scaffold_607	10819.4	3985.79	7519.85	4969.97	13389.5
Porites_evermani_scaffold_131	41320.6	15790.1	23899.8	22399.9	54961.8
Porites_evermani_scaffold_2887	18.5763	7.2835	22.4311	5.19497	172.64
Porites_evermani_scaffold_7470	0	0	6.9559	4	57.8045
Porites_evermani_scaffold_107	12066.4	3816.04	14743.9	12670.3	13648.6
Porites_evermani_scaffold_2503	27.8751	11.1603	152.594	23.1817	30.5176
Porites_evermani_scaffold_2044	3323.77	518.249	3038.8	3069.41	6563.7
Porites_evermani_scaffold_2166	153.753	55.9685	142.802	105.581	204.006
Porites_evermani_scaffold_483	599.316	907.97	1461.81	415.161	1557.04
Porites_evermani_scaffold_891	10376.1	3374.85	10188.4	6540.66	15635.1
Porites_evermani_scaffold_4030	165.285	90.1998	956.087	222.372	603.786
Porites_evermani_scaffold_1039	4621.47	1755.45	7769.61	3371.78	6000.27
Porites_evermani_scaffold_46	36083.3	16425.4	58122.4	16051.2	43643.9
Porites_evermani_scaffold_982	5943.69	1517.8	4257.86	2493.45	7671.01
Porites_evermani_scaffold_6439	268	95	254	229	353
Porites_evermani_scaffold_4159	829.169	525.075	1300.26	639.092	1171.41
Porites_evermani_scaffold_1251	1412.76	197.337	1809.72	330.348	1194.94
Porites_evermani_scaffold_5216	2.62069	0	0	2.0052	7.52175
Porites_evermani_scaffold_1299	1725.04	277.88	2042.48	963.744	2811.58
Porites_evermani_scaffold_2803	252.825	452.5	590.155	221.924	252.934
Porites_evermani_scaffold_2600	163.9	97.9797	57.3402	112.428	32.0582
Porites_evermani_scaffold_398	17289.3	4697.85	7116.55	5906.72	21495
Porites_evermani_scaffold_1686	1297.26	783.939	1928.02	752.416	1456.01
Porites_evermani_scaffold_7136	45	19	1	31	50
Porites_evermani_scaffold_442	15171.9	8545.91	14992.6	9249.74	23627.7
Porites_evermani_scaffold_500	5180.51	1891.97	8138.77	3241.05	7383.66
Porites_evermani_scaffold_255	13691.8	5947.36	8152.02	5473.74	16234.5
Porites_evermani_scaffold_8165	21.1106	12	48	0	0
Porites_evermani_scaffold_3894	0	0	7.0504	1.00464	3.13803
Porites_evermani_scaffold_638	12504.8	10302.8	8331.18	4851.52	10675.6
Porites_evermani_scaffold_1814	1660.05	564.817	3150.14	519.513	3981.91
Porites_evermani_scaffold_6317	197.333	226.886	132.404	238.235	277.969
Porites_evermani_scaffold_5967	24.5413	37.3727	198.128	36.5871	89.8143
Porites_evermani_scaffold_4342	164.33	75.2892	497.016	323.518	149.558
Porites_evermani_scaffold_6732	776.3	422.193	885.546	645.574	1071.3
Porites_evermani_scaffold_270	34200.1	16884.6	37619.7	18590.1	43715.7
Porites_evermani_scaffold_62	30958.9	12523.4	23077.3	16469	50671.2
Porites_evermani_scaffold_3654	49.7368	83.8078	1313.19	258.985	1116.13
Porites_evermani_scaffold_2737	1081.97	346.105	1296.23	785.598	1118.14
Porites_evermani_scaffold_5620	20.1408	20.0575	1	17.1636	10.7623
Porites_evermani_scaffold_459	22004.1	5081.5	19016.1	11927.1	31287.8
Porites_evermani_scaffold_5236	389.222	230.952	283.528	91.6434	46.5404
Porites_evermani_scaffold_512	15232	6394.32	9781.97	13002.7	24176.6
Porites_evermani_scaffold_6440	22.4897	4.14898	91.5661	8.08891	30.2393
Porites_evermani_scaffold_4146	196.517	138.661	510.062	36.1861	152.303
Porites_evermani_scaffold_7186	0	8	0	0	2
Porites_evermani_scaffold_1468	1074.25	1013.8	1048.49	745.436	1283.61
Porites_evermani_scaffold_682	11499.3	7440.33	8045.81	7543.27	17260.9
Porites_evermani_scaffold_4265	77.43	28.0503	61.2071	19.3521	62.5289
Porites_evermani_scaffold_5788	1.03228	0	27.6835	0	4.03805
Porites_evermani_scaffold_7922	126.957	38	23	31.7667	118
Porites_evermani_scaffold_829	284.043	92.3337	169.642	109.04	265.499
Porites_evermani_scaffold_2587	2851.35	75083.5	4225.66	1344.16	3899.04
Porites_evermani_scaffold_34	12248.8	5859.41	12616.6	7717.46	14421.2
Porites_evermani_scaffold_2194	354.695	320.395	1100.91	23.3958	444.898
Porites_evermani_scaffold_6990	0	0	12	9	0
Porites_evermani_scaffold_4951	82.6786	24.1245	120.149	27.2223	36.5239
Porites_evermani_scaffold_499	2163.39	1438.38	2532.27	987.325	4010.63
Porites_evermani_scaffold_376	7536.18	2201.84	4243.64	2512.53	7322.9
Porites_evermani_scaffold_3588	192.96	114.367	477.222	0	314.449
Porites_evermani_scaffold_5793	22.1134	1.02745	0	4.01934	4.00732
Porites_evermani_scaffold_1711	1101.73	657.012	1364.16	586.048	1384.8
Porites_evermani_scaffold_2696	2149.26	135.255	291.768	504.96	1147.89
Porites_evermani_scaffold_4285	11.0156	4.00892	4.19928	13	114.475
Porites_evermani_scaffold_2437	13.422	2.04436	1.14644	1.1651	274.69
Porites_evermani_scaffold_1105	8934.99	1009.78	6713.69	3712.97	11114.9
Porites_evermani_scaffold_6858	53	0	21	56	143.373
Porites_evermani_scaffold_42	15163.1	7671.47	18598.7	9233.68	19777.5
Porites_evermani_scaffold_3293	51.633	32.8379	6.80169	35.0748	41.0999
Porites_evermani_scaffold_249	487.001	213.841	315.841	162.18	379.225
Porites_evermani_scaffold_2981	56.4551	331.297	4.05491	208.683	433.509
Porites_evermani_scaffold_2532	521.682	529.582	813.626	248.981	453.329
Porites_evermani_scaffold_4529	42.8934	1.01625	3.0005	21.1571	34.2816
Porites_evermani_scaffold_4081	725.303	230.338	445.791	209.427	666.998
Porites_evermani_scaffold_5400	88.2578	31.1159	124.867	22.0741	66.3577
Porites_evermani_scaffold_1683	647.559	884.189	1805.8	600.936	1107.99
Porites_evermani_scaffold_5217	3.17543	305.219	783.541	509.798	448.136
Porites_evermani_scaffold_5108	696.179	71.828	547.796	254.932	318.08
Porites_evermani_scaffold_170	18894.2	6438.88	14212.7	7789.15	16765.2
Porites_evermani_scaffold_5686	79.7134	57.6898	2.01372	8.1661	8.0326
Porites_evermani_scaffold_4415	145.566	99.6072	83.5641	41.792	164.469
Porites_evermani_scaffold_443	2108.36	106.172	13295.6	6356.85	56.957
Porites_evermani_scaffold_3599	7290.86	1010.37	1471.29	3231.06	13731
Porites_evermani_scaffold_4543	3.00062	200.859	35.3395	34.0118	4.00411
Porites_evermani_scaffold_1638	9.28157	5.1475	30.2664	144.329	6.089
Porites_evermani_scaffold_166	17463.5	7847.83	21806.6	10528.7	25234.8
Porites_evermani_scaffold_750	4699.96	8207.46	4527.01	2797.39	6294.79
Porites_evermani_scaffold_5463	42.4946	0	187.883	63.3614	153.577
Porites_evermani_scaffold_2875	2382.74	994.432	3432.96	1343.81	2558.55
Porites_evermani_scaffold_72	8295.36	2898.33	9595.37	3887.2	9300.64
Porites_evermani_scaffold_1611	36.5618	48.2664	213.373	78.3283	97.8234
Porites_evermani_scaffold_5760	1708.78	648.376	2775.53	679.319	1746.6
Porites_evermani_scaffold_7703	0	4	0	15.4525	0
Porites_evermani_scaffold_2129	454.122	119.636	1342.69	278.538	907.412
Porites_evermani_scaffold_911	543.057	294.968	641.271	217.957	209.628
Porites_evermani_scaffold_1461	1254.75	121.551	1122.72	561.547	525.058
Porites_evermani_scaffold_1278	2640.81	2310.85	2892.94	1993.5	4027.61
Porites_evermani_scaffold_1290	1393.69	536.089	2029.2	780.46	1670.9
Porites_evermani_scaffold_5170	30.0814	0	1.00127	17.0393	1.00409
Porites_evermani_scaffold_2561	1815.16	668.556	1826.43	559.717	3147.64
Porites_evermani_scaffold_3087	3532.3	1291.75	9158.73	253.408	2169
Porites_evermani_scaffold_2812	13524.3	5494.53	11570.2	6959.57	14104.1
Porites_evermani_scaffold_1046	9621.6	7692.69	23797.9	9455.65	13746.5
Porites_evermani_scaffold_1458	228.544	191.184	414.816	116.469	310.354
Porites_evermani_scaffold_404	18451.8	5221.31	14682.7	10114.1	31669.5
Porites_evermani_scaffold_649	269.581	254.165	93.394	181.703	296.268
Porites_evermani_scaffold_3280	215.156	85.834	55.0114	102.1	280.256
Porites_evermani_scaffold_929	274.408	207.27	156.871	193.774	3883.21
Porites_evermani_scaffold_317	31479.5	3515.56	8072.82	11825.8	40157
Porites_evermani_scaffold_3600	296.575	114.32	679.854	168.42	346.913
Porites_evermani_scaffold_3027	723	253.002	1433.15	237.375	630.92
Porites_evermani_scaffold_19	38544.9	16211.3	33689.7	18756.5	47270.8
Porites_evermani_scaffold_3176	149.301	50.2589	113.17	96.1776	112.975
Porites_evermani_scaffold_21	64522.2	42619.1	55703.3	37109.9	78945.9
Porites_evermani_scaffold_182	5617.48	9131.48	6024.91	2999.46	9365.38
Porites_evermani_scaffold_896	9651.29	4413.57	9092.2	4702.55	13361.6
Porites_evermani_scaffold_722	909.303	825.66	1238.55	420.55	2588.43
Porites_evermani_scaffold_1220	1483.76	1137.73	4220.1	1055.7	2181.72
Porites_evermani_scaffold_4191	10989.2	7062.55	14798.3	7403.69	15150.7
Porites_evermani_scaffold_2144	2388.19	704.739	1264.06	3165.68	4575.02
Porites_evermani_scaffold_2255	1418.12	692.044	2496.13	1575.35	1464.67
Porites_evermani_scaffold_844	3479.24	1438.65	3629.04	1456.97	4499.95
Porites_evermani_scaffold_5185	235.199	49.4586	135.349	196.449	148.695
Porites_evermani_scaffold_18	27046.3	9793.57	35713.3	12453.5	31781.6
Porites_evermani_scaffold_970	62254.1	27272.3	29168.2	35994.3	56166.4
Porites_evermani_scaffold_122	2547.15	1202.21	3367.95	1174.7	3059.63
Porites_evermani_scaffold_782	1055.07	910.212	961.483	894.687	1647.18
Porites_evermani_scaffold_222	66224.8	12398.2	18460.2	21871.9	102251
Porites_evermani_scaffold_1537	10211.7	2755.86	2422.89	4450.73	25885.8
Porites_evermani_scaffold_825	2929.96	1400.86	6060.31	2344.27	4591.47
Porites_evermani_scaffold_1099	250.776	36.3705	567.752	305.042	132.7
Porites_evermani_scaffold_7483	39	18.5853	73	11.8714	32.4045
Porites_evermani_scaffold_648	128.996	222.437	540.08	134.335	311.584
Porites_evermani_scaffold_790	487.967	781.406	668.06	1000.87	3426.22
Porites_evermani_scaffold_1196	463.146	508.182	1325.53	209.591	1191.46
Porites_evermani_scaffold_3139	1276.87	415.062	844.848	472.02	936.499
Porites_evermani_scaffold_384	26569.1	9462.09	11280.2	10600.8	36849.8
Porites_evermani_scaffold_2814	1068.1	108.649	445.357	167.013	567.661
Porites_evermani_scaffold_4057	89.0068	13.06	172.783	36.0926	68.058
Porites_evermani_scaffold_753	26854.8	5691.79	5415.27	8491.36	26895.6
Porites_evermani_scaffold_1891	75.0522	29.4116	65.3997	63.2984	141.599
Porites_evermani_scaffold_7345	1	4	64	1	13
Porites_evermani_scaffold_1018	215.704	111.574	485.342	170.855	251.767
Porites_evermani_scaffold_4574	209.93	122.608	455.76	118.489	352.98
Porites_evermani_scaffold_6820	4.60128	0	26.1848	0	39.9667
Porites_evermani_scaffold_3224	115.713	96.815	244.756	82.3633	146.295
Porites_evermani_scaffold_5314	1750.16	278.502	446.286	663.595	1107.04
Porites_evermani_scaffold_218	9851.63	4753.63	10628.3	4926.63	12457.4
Porites_evermani_scaffold_2018	1943.25	644.911	3075.44	1454.88	2800.02
Porites_evermani_scaffold_2841	106.498	1377.2	44.0026	7.0012	162.342
Porites_evermani_scaffold_1733	266.373	130.89	258.147	96.5864	433.393
Porites_evermani_scaffold_5303	31.8144	8.22802	67	26	49.6145
Porites_evermani_scaffold_340	10999	3284.81	6606.18	4892.22	15985
Porites_evermani_scaffold_231	8626.94	2799.9	10611.2	5674.02	11756.6
Porites_evermani_scaffold_244	10799.7	3081.3	6162.6	3980.71	7648.44
Porites_evermani_scaffold_2423	130.888	30.9269	152.692	117.283	74.899
Porites_evermani_scaffold_3856	312.408	310.783	500.967	99.4913	619.16
Porites_evermani_scaffold_7566	0	0	41	0	0
Porites_evermani_scaffold_4961	239.603	59.1709	566.907	87.0627	231.651
Porites_evermani_scaffold_149	6030.85	1910.6	4376.49	2492.46	17015.6
Porites_evermani_scaffold_7407	152	161	634	97	189
Porites_evermani_scaffold_1158	8250.96	5163.74	9752.74	5048.27	10676.8
Porites_evermani_scaffold_14	39487.8	14139.9	32914.5	22075.8	49684.8
Porites_evermani_scaffold_3324	479.783	412.875	631.069	288.644	798.87
Porites_evermani_scaffold_1161	2798.38	1128.29	1414	1082.9	2188.63
Porites_evermani_scaffold_8017	569	289	2239	298	671.877
Porites_evermani_scaffold_841	8507.9	5543.73	12060.7	5575.66	10627.9
Porites_evermani_scaffold_1040	222.495	126.109	395.163	187.483	364.186
Porites_evermani_scaffold_710	3457.81	1220.97	4685.26	2148.79	4411
Porites_evermani_scaffold_6188	83	9	46	21	67.1244
Porites_evermani_scaffold_7511	468	76	275	124	506
Porites_evermani_scaffold_556	2837.48	1197.34	3174.02	1901.54	3399.92
Porites_evermani_scaffold_204	9924.01	3781.98	12748.8	4193.34	11627.5
Porites_evermani_scaffold_3965	198.004	47.4983	363.582	113	331.317
Porites_evermani_scaffold_777	557.775	819.64	250.927	301.378	476.838
Porites_evermani_scaffold_723	1188.91	784.649	2609.17	542.479	2159.01
Porites_evermani_scaffold_7365	39	55	27	9	57
Porites_evermani_scaffold_526	687.079	388.134	951.16	193.952	724.348
Porites_evermani_scaffold_7900	0	1.63964	0	1.19756	0
Porites_evermani_scaffold_7529	115	77	478	75	352.871
Porites_evermani_scaffold_5574	10	0	12	0	0
Porites_evermani_scaffold_1456	443.971	283.456	712.951	219.205	809.599
Porites_evermani_scaffold_1061	100.446	52.4071	282.377	117.476	189.027
